"","ID","alterID","aRelationType","aAge","aGender","aOccupation","aFamilyStatus","aRelationLength","aStrongTieDiscuss","aStrongTieHelp","aF2f","aPhone","aEmail","aSNS","egoAlterDist_m"
"551","SR3410887",9,"Parent","50-54","Female","Full time","Married with children","More than 10 years",0,0,"Several times a day","1-3 times/week","1-2 times/month","Never",0
"552","SR3420105",0,"Other friend","40-44","Female","Freelance","Single","More than 10 years",1,1,"4-11 times/year","Never","4-11 times/year","1-3 times/week",3045.39083844723
"553","SR3420105",1,"Other friend","40-44","Female","Full time","Single","More than 10 years",1,1,"4-11 times/year","Never","4-11 times/year","1-3 times/week",3045.39083844723
"554","SR3420105",2,"Other friend","35-39","Female","Full time","Other","5-10 years",0,0,"4-11 times/year","Never","1-3 times/year","1-3 times/week",6969.45439126297
"555","SR3420105",3,"Other friend","45-49","Female","Freelance","Married, no children","More than 10 years",0,0,"1-3 times/year","Never","1-3 times/year","1-2 times/month",55672.1040002738
"556","SR3420105",4,"Other friend","45-49","Female","Full time","Single","5-10 years",1,1,"1-3 times/year","Never","1-3 times/year","1-2 times/month",26064.3170359292
"557","SR3420105",5,"Parent","over 65","Female","Full time","Widowed","More than 10 years",1,1,"1-3 times/year","1-2 times/month","1-2 times/month","Never",901222.646832891
"558","SR3420105",6,"Sibling","40-44","Female","Full time","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","4-11 times/year","Never",898454.276514821
"559","SR3420105",7,"Sibling","40-44","Male","Full time","Married with children","More than 10 years",0,0,"Never","Never","1-3 times/year","Never",252140.336307427
"560","SR3430509",0,"Work friend","20-24","Male","Full time","Single","1-5 years",0,1,"Several times a day","1-3 times/week","Never","Several times a day",238.995048753442
"561","SR3430509",2,"Other friend","20-24","Female","Full time","Single","5-10 years",1,1,"1-3 times/week","1-3 times/week","Never","Several times a day",22319.2726163849
"562","SR3430509",3,"Other friend","20-24","Female","Full time","Single","1-5 years",1,1,"1-3 times/week","1-3 times/week","Never","Several times a day",36222.776276063
"563","SR3430509",4,"Other friend","20-24","Female","Full time","Single","1-5 years",0,1,"1-3 times/week","1-3 times/week","Never","Several times a day",18721.699421542
"564","SR3430509",5,"Other friend","20-24","Male","Student","Single","1-5 years",1,1,"1-3 times/week","1-3 times/week","Never","1-3 times/week",33063.3694693464
"565","SR3430509",6,"Other friend","20-24","Male","Student","Single","5-10 years",1,1,"1-3 times/week","Never","Never","1-3 times/week",24051.5493291095
"566","SR3430509",7,"Other friend","20-24","Female","Student","Single","5-10 years",1,1,"3-4 times/month","Never","Never","1-3 times/week",27290.3598032213
"567","SR3430509",8,"Other friend","20-24","Male","Full time","Single","5-10 years",0,1,"1-3 times/week","Never","Never","1-3 times/week",21329.3673014292
"568","SR3430509",9,"Other friend","20-24","Female","Student","Single","1-5 years",1,1,"1-3 times/week","Never","Never","1-3 times/week",17787.0732206941
"569","SR3430509",10,"Other friend","25-29","Female","Full time","Single","5-10 years",1,1,"1-3 times/week","1-3 times/week","Never","Several times a day",23493.2377312134
"570","SR3430509",11,"Other friend","20-24","Female","Full time","Single","1-5 years",0,1,"1-3 times/week","1-3 times/week","Never","Several times a day",19461.0302987647
"571","SR3430509",12,"Other friend","20-24","Female","Full time","Single","1-5 years",1,1,"1-3 times/week","Never","Never","1-3 times/week",20579.5361836854
"572","SR3430509",13,"Other friend","20-24","Male","Full time","Single","1-5 years",1,1,"1-3 times/week","1-3 times/week","Never","Several times a day",22820.5865884059
"573","SR3430509",14,"Other friend","20-24","Male","Full time","Single","1-5 years",1,1,"1-3 times/week","Never","Never","1-3 times/week",16988.2033610846
"574","SR3430509",15,"Other friend","20-24","Male","Full time","Single","5-10 years",1,1,"1-3 times/week","Never","Never","1-3 times/week",25820.1714978694
"575","SR3430509",16,"Work friend","25-29","Male","Full time","Single","1-5 years",1,1,"1-3 times/year","1-3 times/week","Never","Several times a day",419744.956198655
"576","SR3430509",17,"Other friend","20-24","Male","Full time","Single","5-10 years",1,1,"1-3 times/week","Never","Never","1-3 times/week",28396.3270473859
"577","SR3430509",18,"Work friend","25-29","Male","Full time","Single","1-5 years",1,1,"1-3 times/week","1-3 times/week","Never","Several times a day",19676.815335368
"578","SR3430509",19,"Other friend","20-24","Male","Full time","Single","5-10 years",1,1,"1-3 times/week","1-3 times/week","Never","Several times a day",15879.5832284831
"579","SR3430509",20,"Other friend","20-24","Male","Full time","Single","More than 10 years",1,1,"1-3 times/week","Never","Never","1-3 times/week",31743.6662688059
"580","SR3440239",0,"Child","0-9","Male","Other","Single","Less than a year",1,1,"Several times a day","Never","Never","Never",0
"581","SR3440239",1,"Spouse/partner","35-39","Male","Full time","Married with children","5-10 years",0,1,"Several times a day","Never","Several times a day","Never",0
"582","SR3440239",2,"Parent","over 65","Male","Full time","Married with children","More than 10 years",0,1,"1-3 times/year","1-3 times/year","1-3 times/year","Never",22474.8482191562
"583","SR3440239",3,"Parent","over 65","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","Never",22474.8482191562
"584","SR3440239",4,"Other friend","0-9","Male","Other","Single","Less than a year",0,0,"Several times a day","Never","Never","Never",0
"585","SR3440239",5,"Other friend","0-9","Male","Other","Single","Less than a year",0,0,"Several times a day","Never","Never","Never",0
"586","SR3440239",6,"Other friend","0-9","Male","Other","Single","Less than a year",0,0,"Several times a day","Never","Never","Never",0
"587","SR3440239",7,"Other friend","60-64","Male","Other","Other","Less than a year",1,1,"Several times a day","Never","Never","Never",0
"588","SR3440239",8,"Parent","over 65","Female","Part time","Married with children","More than 10 years",0,0,"Several times a day","1-3 times/year","4-7 times/week","Never",52683.7949149986
"589","SR3570943",0,"Parent","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","Never",994434.410737495
"590","SR3570943",1,"Parent","over 65","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","Never",994434.410737495
"591","SR3570943",2,"Parent","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","Never",994434.410737495
"592","SR3570943",3,"Parent","over 65","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","Never",994434.410737495
"593","SR3570943",4,"Spouse/partner","45-49","Female","Full time","In a relationship","1-5 years",0,1,"1-2 times/month","1-3 times/year","Several times a day","Never",40957.3037116328
"594","SR3570943",5,"Other friend","50-54","Male","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","1-3 times/year","Several times a day","Never",40249.6082017649
"595","SR3570943",6,"Other friend","55-59","Male","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","1-3 times/year","Never","Never",930.582637097501
"596","SR3870093",0,"Spouse/partner","50-54","Female","Part time","Married with children","More than 10 years",1,1,"Several times a day","Several times a day","Several times a day","Never",0
"597","SR3870093",1,"Child","10-14","Female","Student","Single","More than 10 years",1,1,"Several times a day","Several times a day","Several times a day","Never",0
"598","SR3870093",2,"Child","10-14","Male","Student","Single","More than 10 years",0,0,"Several times a day","Several times a day","Several times a day","Never",0
"599","SR3950450",0,"Spouse/partner","30-34","Male","Full time","In a relationship","1-5 years",0,1,"Several times a day","Never","Several times a day","Never",0
"600","SR3950450",1,"Sibling","30-34","Female","Full time","Married, no children","More than 10 years",0,1,"Several times a day","Never","Several times a day","Never",0
"601","SR3950450",2,"Sibling","30-34","Female","Full time","Married, no children","More than 10 years",0,1,"1-2 times/month","Never","1-3 times/week","Never",253.438781659512
"602","SR3950450",3,"Parent","60-64","Female","Home maker","Married with children","More than 10 years",1,1,"4-11 times/year","Never","3-4 times/month","Never",253.438781659512
"603","SR3950450",4,"Parent","60-64","Male","Freelance","Married with children","More than 10 years",0,0,"1-3 times/year","4-11 times/year","1-2 times/month","1-3 times/year",253.438781659512
"604","SR3980839",0,"Spouse/partner","50-54","Male","Full time","Married, no children","5-10 years",0,1,"Several times a day","1-2 times/month","4-11 times/year","Several times a day",0
"605","SR3980839",1,"Sibling","30-34","Female","Full time","Single","More than 10 years",0,1,"4-11 times/year","4-11 times/year","1-3 times/year","4-7 times/week",23833.0676396316
"606","SR3980839",2,"Sibling","30-34","Female","Full time","Single","More than 10 years",0,1,"4-11 times/year","4-11 times/year","3-4 times/month","4-7 times/week",23833.0676396316
"607","SR3980839",3,"Parent","over 65","Female","Home maker","Widowed","More than 10 years",0,0,"4-11 times/year","4-11 times/year","1-3 times/year","1-3 times/week",23833.0676396316
"608","SR3980839",4,"Club/circle friend","40-44","Female","Full time","Married, no children","5-10 years",0,0,"1-3 times/week","Never","3-4 times/month","1-3 times/week",1376.59677730218
"609","SR3980839",5,"Club/circle friend","20-24","Female","Full time","In a relationship","1-5 years",0,0,"1-3 times/week","Never","Never","1-2 times/month",5464.80128301841
"610","SR3980839",6,"Club/circle friend","Undefined","Male","Full time","Married with children","5-10 years",0,0,"1-3 times/week","Never","Never","3-4 times/month",9821.2040799711
"611","SR3980839",7,"Club/circle friend","25-29","Male","Full time","Single","Less than a year",0,0,"3-4 times/month","Never","Never","1-3 times/week",14400.2874119852
"612","SR3980839",8,"Club/circle friend","40-44","Male","Full time","Divorced","5-10 years",0,0,"1-3 times/week","Never","Never","3-4 times/month",3052.31327621758
"613","SR3980839",9,"Club/circle friend","30-34","Male","Full time","In a relationship","5-10 years",0,0,"1-2 times/month","Never","Never","3-4 times/month",42836.8205965453
"614","SR3980839",10,"Club/circle friend","25-29","Female","Full time","Single","Less than a year",0,0,"3-4 times/month","Never","Never","3-4 times/month",1376.59677730218
"615","SR3980839",11,"Club/circle friend","25-29","Female","Full time","Single","1-5 years",0,0,"1-3 times/week","Never","Never","3-4 times/month",32253.8388175363
"616","SR3980839",12,"Club/circle friend","25-29","Female","Full time","In a relationship","1-5 years",0,0,"3-4 times/month","Never","Never","1-2 times/month",7681.98061054913
"617","SR3980839",13,"Club/circle friend","30-34","Female","Full time","In a relationship","1-5 years",0,0,"3-4 times/month","Never","Never","3-4 times/month",614.985236069201
"618","SR3980839",14,"Club/circle friend","25-29","Male","Full time","Single","1-5 years",0,0,"3-4 times/month","Never","Never","4-11 times/year",7681.98061054913
"619","SR3980839",15,"Club/circle friend","40-44","Male","Full time","Other","Less than a year",0,0,"3-4 times/month","Never","Never","3-4 times/month",3052.31327621758
"620","SR3980839",16,"Club/circle friend","30-34","Male","Full time","Single","1-5 years",0,0,"3-4 times/month","Never","Never","3-4 times/month",14400.2874119852
"621","SR3980839",17,"Club/circle friend","40-44","Female","Freelance","Married, no children","5-10 years",0,0,"1-3 times/week","4-11 times/year","Never","4-7 times/week",13049.120336086
"622","SR3980839",18,"Club/circle friend","50-54","Male","Freelance","Married, no children","5-10 years",0,0,"3-4 times/month","1-3 times/year","Never","4-7 times/week",4481.77050770961
"623","SR3980839",19,"Club/circle friend","40-44","Male","Full time","Married, no children","5-10 years",0,0,"3-4 times/month","Never","Never","4-7 times/week",16432.7698196341
"624","SR3980839",21,"Club/circle friend","40-44","Female","Full time","Single","1-5 years",0,0,"3-4 times/month","Never","Never","1-3 times/week",14400.2874119852
